PLZ,Date,Population,NewConfCases_7days
8125,2020-07-22,5209,0-3
8126,2020-07-22,5475,0-3
8127,2020-07-22,4094,0-3
8132,2020-07-22,6883,0-3
8133,2020-07-22,1915,0-3
8134,2020-07-22,18919,0-3
8135,2020-07-22,7781,0-3
8136,2020-07-22,2593,0-3
8142,2020-07-22,4661,0-3
8143,2020-07-22,3768,0-3
8152,2020-07-22,21091,4-6
8153,2020-07-22,8204,0-3
8154,2020-07-22,7205,0-3
8155,2020-07-22,7163,0-3
8156,2020-07-22,2152,0-3
8157,2020-07-22,5942,0-3
8158,2020-07-22,467,0-3
8162,2020-07-22,3608,0-3
8164,2020-07-22,601,0-3
8165,2020-07-22,3909,0-3
8166,2020-07-22,3076,0-3
8172,2020-07-22,4997,0-3
8173,2020-07-22,3153,0-3
8174,2020-07-22,1535,0-3
8175,2020-07-22,755,0-3
8180,2020-07-22,21389,4-6
8181,2020-07-22,2875,0-3
8182,2020-07-22,1979,0-3
8184,2020-07-22,4154,0-3
8185,2020-07-22,4536,0-3
8187,2020-07-22,1932,0-3
8192,2020-07-22,5207,0-3
8193,2020-07-22,5359,0-3
8194,2020-07-22,1051,0-3
8195,2020-07-22,560,0-3
8196,2020-07-22,1468,0-3
8197,2020-07-22,4659,0-3
8212,2020-07-22,146,0-3
8245,2020-07-22,2530,0-3
8246,2020-07-22,1088,0-3
8247,2020-07-22,1470,0-3
8248,2020-07-22,1575,0-3
8302,2020-07-22,20144,4-6
8303,2020-07-22,11826,0-3
8304,2020-07-22,16830,4-6
8305,2020-07-22,7849,0-3
8306,2020-07-22,5311,0-3
8307,2020-07-22,12268,0-3
8308,2020-07-22,4589,0-3
8309,2020-07-22,5611,0-3
8310,2020-07-22,1509,0-3
8311,2020-07-22,2061,0-3
8312,2020-07-22,954,0-3
8314,2020-07-22,349,0-3
8315,2020-07-22,817,0-3
8317,2020-07-22,2337,0-3
8320,2020-07-22,6443,0-3
8322,2020-07-22,994,0-3
8330,2020-07-22,11524,0-3
8331,2020-07-22,610,0-3
8332,2020-07-22,3384,0-3
8335,2020-07-22,3640,0-3
8340,2020-07-22,10306,0-3
8342,2020-07-22,933,0-3
8344,2020-07-22,3778,0-3
8345,2020-07-22,1131,0-3
8352,2020-07-22,3713,0-3
8353,2020-07-22,4374,0-3
8354,2020-07-22,500,0-3
8400,2020-07-22,39632,0-3
8403,2020-07-22,321,0-3
8404,2020-07-22,20278,0-3
8405,2020-07-22,18152,0-3
8406,2020-07-22,13621,0-3
8408,2020-07-22,16314,0-3
8409,2020-07-22,3194,0-3
8412,2020-07-22,983,0-3
8413,2020-07-22,4712,0-3
8414,2020-07-22,977,0-3
8415,2020-07-22,577,0-3
8416,2020-07-22,1423,0-3
8418,2020-07-22,772,0-3
8421,2020-07-22,777,0-3
8422,2020-07-22,3877,0-3
8424,2020-07-22,9396,0-3
8425,2020-07-22,1091,0-3
8426,2020-07-22,2414,0-3
8427,2020-07-22,4787,0-3
8428,2020-07-22,456,0-3
8442,2020-07-22,3141,0-3
8444,2020-07-22,2231,0-3
8447,2020-07-22,1931,0-3
8450,2020-07-22,2227,0-3
8451,2020-07-22,1417,0-3
8452,2020-07-22,699,0-3
8453,2020-07-22,282,0-3
8457,2020-07-22,485,0-3
8458,2020-07-22,657,0-3
8459,2020-07-22,376,0-3
8460,2020-07-22,1831,0-3
8461,2020-07-22,376,0-3
8462,2020-07-22,1309,0-3
8463,2020-07-22,850,0-3
8465,2020-07-22,389,0-3
8466,2020-07-22,674,0-3
8467,2020-07-22,458,0-3
8468,2020-07-22,649,0-3
8471,2020-07-22,1034,0-3
8472,2020-07-22,7417,0-3
8474,2020-07-22,1680,0-3
8475,2020-07-22,1661,0-3
8476,2020-07-22,1007,0-3
8477,2020-07-22,1122,0-3
8478,2020-07-22,936,0-3
8479,2020-07-22,697,0-3
8482,2020-07-22,1719,0-3
8483,2020-07-22,2967,0-3
8484,2020-07-22,3329,0-3
8486,2020-07-22,1899,0-3
8487,2020-07-22,1514,0-3
8488,2020-07-22,4549,0-3
8489,2020-07-22,980,0-3
8492,2020-07-22,2077,0-3
8493,2020-07-22,1628,0-3
8494,2020-07-22,2895,0-3
8495,2020-07-22,149,0-3
8496,2020-07-22,931,0-3
8497,2020-07-22,790,0-3
8498,2020-07-22,940,0-3
8499,2020-07-22,376,0-3
8523,2020-07-22,1084,0-3
8542,2020-07-22,5007,0-3
8543,2020-07-22,1096,0-3
8544,2020-07-22,406,0-3
8545,2020-07-22,2740,0-3
8548,2020-07-22,900,0-3
8600,2020-07-22,27178,4-6
8602,2020-07-22,2681,0-3
8603,2020-07-22,5170,0-3
8604,2020-07-22,16897,0-3
8605,2020-07-22,1731,0-3
8606,2020-07-22,8166,0-3
8607,2020-07-22,1458,0-3
8608,2020-07-22,3783,0-3
8610,2020-07-22,29607,0-3
8614,2020-07-22,1632,0-3
8615,2020-07-22,1371,0-3
8616,2020-07-22,790,0-3
8617,2020-07-22,3850,0-3
8618,2020-07-22,4825,0-3
8620,2020-07-22,16684,0-3
8623,2020-07-22,8249,4-6
8624,2020-07-22,2407,0-3
8625,2020-07-22,5270,0-3
8626,2020-07-22,1307,0-3
8627,2020-07-22,3621,0-3
8630,2020-07-22,12207,0-3
8632,2020-07-22,3905,0-3
8633,2020-07-22,3532,0-3
8634,2020-07-22,8260,0-3
8635,2020-07-22,3657,0-3
8636,2020-07-22,8096,0-3
8637,2020-07-22,1979,0-3
8700,2020-07-22,13733,0-3
8702,2020-07-22,7857,0-3
8703,2020-07-22,5593,0-3
8704,2020-07-22,6426,0-3
8706,2020-07-22,14245,0-3
8707,2020-07-22,6186,0-3
8708,2020-07-22,11322,0-3
8712,2020-07-22,11491,0-3
8713,2020-07-22,3177,0-3
8714,2020-07-22,475,0-3
8800,2020-07-22,15512,0-3
8802,2020-07-22,8931,0-3
8803,2020-07-22,6109,0-3
8804,2020-07-22,6073,0-3
8805,2020-07-22,10485,0-3
8810,2020-07-22,20446,0-3
8815,2020-07-22,346,0-3
8816,2020-07-22,2138,0-3
8820,2020-07-22,15751,0-3
8824,2020-07-22,1821,0-3
8825,2020-07-22,885,0-3
8833,2020-07-22,3120,0-3
8902,2020-07-22,10020,0-3
8903,2020-07-22,6722,0-3
8904,2020-07-22,1667,0-3
8906,2020-07-22,5555,0-3
8907,2020-07-22,5200,0-3
8908,2020-07-22,3769,0-3
8909,2020-07-22,1322,0-3
8910,2020-07-22,10967,0-3
8911,2020-07-22,1123,0-3
8912,2020-07-22,5689,0-3
8913,2020-07-22,2580,0-3
8914,2020-07-22,1976,0-3
8915,2020-07-22,2752,0-3
8925,2020-07-22,960,0-3
8926,2020-07-22,1221,0-3
8932,2020-07-22,5189,0-3
8933,2020-07-22,645,0-3
8934,2020-07-22,2377,0-3
8942,2020-07-22,4926,0-3
8951,2020-07-22,3068,4-6
8952,2020-07-22,18758,0-3
8953,2020-07-22,27635,4-6
8954,2020-07-22,3970,0-3
8955,2020-07-22,2505,0-3
PLZ_uebrige,2020-07-22,306,0-3
unbekannt,2020-07-22,,0-3
8001,2020-07-23,5473,0-3
8002,2020-07-23,9620,0-3
8003,2020-07-23,20655,0-3
8004,2020-07-23,27183,0-3
8005,2020-07-23,15505,0-3
8006,2020-07-23,18387,0-3
8008,2020-07-23,16571,0-3
8032,2020-07-23,18170,0-3
8037,2020-07-23,16044,0-3
8038,2020-07-23,17299,0-3
8041,2020-07-23,7620,4-6
8044,2020-07-23,10947,0-3
8045,2020-07-23,11222,0-3
8046,2020-07-23,25704,0-3
8047,2020-07-23,20783,0-3
8048,2020-07-23,29694,0-3
8049,2020-07-23,23561,0-3
8050,2020-07-23,28957,4-6
8051,2020-07-23,23000,0-3
8052,2020-07-23,20277,0-3
8053,2020-07-23,11001,0-3
8055,2020-07-23,20196,0-3
8057,2020-07-23,21221,0-3
8064,2020-07-23,3784,0-3
8102,2020-07-23,6717,0-3
8103,2020-07-23,3895,0-3
8104,2020-07-23,2675,0-3
8105,2020-07-23,13633,0-3
8106,2020-07-23,4807,0-3
8107,2020-07-23,6583,0-3
8108,2020-07-23,4174,0-3
8112,2020-07-23,2957,0-3
8113,2020-07-23,1435,0-3
8114,2020-07-23,1865,0-3
8115,2020-07-23,953,0-3
8117,2020-07-23,4564,0-3
8118,2020-07-23,2083,0-3
8121,2020-07-23,1999,0-3
8122,2020-07-23,2231,0-3
8123,2020-07-23,2771,0-3
8124,2020-07-23,2130,0-3
8125,2020-07-23,5209,0-3
8126,2020-07-23,5475,0-3
8127,2020-07-23,4094,0-3
8132,2020-07-23,6883,0-3
8133,2020-07-23,1915,0-3
8134,2020-07-23,18919,0-3
8135,2020-07-23,7781,0-3
8136,2020-07-23,2593,0-3
8142,2020-07-23,4661,0-3
8143,2020-07-23,3768,0-3
8152,2020-07-23,21091,4-6
8153,2020-07-23,8204,0-3
8154,2020-07-23,7205,0-3
8155,2020-07-23,7163,0-3
8156,2020-07-23,2152,0-3
8157,2020-07-23,5942,0-3
8158,2020-07-23,467,0-3
8162,2020-07-23,3608,0-3
8164,2020-07-23,601,0-3
8165,2020-07-23,3909,0-3
8166,2020-07-23,3076,0-3
8172,2020-07-23,4997,0-3
8173,2020-07-23,3153,0-3
8174,2020-07-23,1535,0-3
8175,2020-07-23,755,0-3
8180,2020-07-23,21389,4-6
8181,2020-07-23,2875,0-3
8182,2020-07-23,1979,0-3
8184,2020-07-23,4154,0-3
8185,2020-07-23,4536,0-3
8187,2020-07-23,1932,0-3
8192,2020-07-23,5207,0-3
8193,2020-07-23,5359,0-3
8194,2020-07-23,1051,0-3
8195,2020-07-23,560,0-3
8196,2020-07-23,1468,0-3
8197,2020-07-23,4659,0-3
8212,2020-07-23,146,0-3
8245,2020-07-23,2530,0-3
8246,2020-07-23,1088,0-3
8247,2020-07-23,1470,0-3
8248,2020-07-23,1575,0-3
8302,2020-07-23,20144,4-6
8303,2020-07-23,11826,0-3
8304,2020-07-23,16830,4-6
8305,2020-07-23,7849,0-3
8306,2020-07-23,5311,0-3
8307,2020-07-23,12268,0-3
8308,2020-07-23,4589,0-3
8309,2020-07-23,5611,0-3
8310,2020-07-23,1509,0-3
8311,2020-07-23,2061,0-3
8312,2020-07-23,954,0-3
8314,2020-07-23,349,0-3
8315,2020-07-23,817,0-3
8317,2020-07-23,2337,0-3
8320,2020-07-23,6443,0-3
8322,2020-07-23,994,0-3
8330,2020-07-23,11524,0-3
8331,2020-07-23,610,0-3
8332,2020-07-23,3384,0-3
8335,2020-07-23,3640,0-3
8340,2020-07-23,10306,0-3
8342,2020-07-23,933,0-3
8344,2020-07-23,3778,0-3
8345,2020-07-23,1131,0-3
8352,2020-07-23,3713,0-3
8353,2020-07-23,4374,0-3
8354,2020-07-23,500,0-3
8400,2020-07-23,39632,0-3
8403,2020-07-23,321,0-3
8404,2020-07-23,20278,0-3
8405,2020-07-23,18152,0-3
8406,2020-07-23,13621,0-3
8408,2020-07-23,16314,0-3
8409,2020-07-23,3194,0-3
8412,2020-07-23,983,0-3
8413,2020-07-23,4712,0-3
8414,2020-07-23,977,0-3
8415,2020-07-23,577,0-3
8416,2020-07-23,1423,0-3
8418,2020-07-23,772,0-3
8421,2020-07-23,777,0-3
8422,2020-07-23,3877,0-3
8424,2020-07-23,9396,0-3
8425,2020-07-23,1091,0-3
8426,2020-07-23,2414,0-3
8427,2020-07-23,4787,0-3
8428,2020-07-23,456,0-3
8442,2020-07-23,3141,0-3
8444,2020-07-23,2231,0-3
8447,2020-07-23,1931,0-3
8450,2020-07-23,2227,0-3
8451,2020-07-23,1417,0-3
8452,2020-07-23,699,0-3
8453,2020-07-23,282,0-3
8457,2020-07-23,485,0-3
8458,2020-07-23,657,0-3
8459,2020-07-23,376,0-3
8460,2020-07-23,1831,0-3
8461,2020-07-23,376,0-3
8462,2020-07-23,1309,0-3
8463,2020-07-23,850,0-3
8465,2020-07-23,389,0-3
8466,2020-07-23,674,0-3
8467,2020-07-23,458,0-3
8468,2020-07-23,649,0-3
8471,2020-07-23,1034,0-3
8472,2020-07-23,7417,0-3
8474,2020-07-23,1680,0-3
8475,2020-07-23,1661,0-3
8476,2020-07-23,1007,0-3
8477,2020-07-23,1122,0-3
8478,2020-07-23,936,0-3
8479,2020-07-23,697,0-3
8482,2020-07-23,1719,0-3
8483,2020-07-23,2967,0-3
8484,2020-07-23,3329,0-3
8486,2020-07-23,1899,0-3
8487,2020-07-23,1514,0-3
8488,2020-07-23,4549,0-3
8489,2020-07-23,980,0-3
8492,2020-07-23,2077,0-3
8493,2020-07-23,1628,0-3
8494,2020-07-23,2895,0-3
8495,2020-07-23,149,0-3
8496,2020-07-23,931,0-3
8497,2020-07-23,790,0-3
8498,2020-07-23,940,0-3
8499,2020-07-23,376,0-3
8523,2020-07-23,1084,0-3
8542,2020-07-23,5007,0-3
8543,2020-07-23,1096,0-3
8544,2020-07-23,406,0-3
8545,2020-07-23,2740,0-3
8548,2020-07-23,900,0-3
8600,2020-07-23,27178,4-6
8602,2020-07-23,2681,0-3
8603,2020-07-23,5170,0-3
8604,2020-07-23,16897,0-3
8605,2020-07-23,1731,0-3
8606,2020-07-23,8166,0-3
8607,2020-07-23,1458,0-3
8608,2020-07-23,3783,0-3
8610,2020-07-23,29607,0-3
8614,2020-07-23,1632,0-3
8615,2020-07-23,1371,0-3
8616,2020-07-23,790,0-3
8617,2020-07-23,3850,0-3
8618,2020-07-23,4825,0-3
8620,2020-07-23,16684,0-3
8623,2020-07-23,8249,4-6
8624,2020-07-23,2407,0-3
8625,2020-07-23,5270,0-3
8626,2020-07-23,1307,0-3
8627,2020-07-23,3621,0-3
8630,2020-07-23,12207,0-3
8632,2020-07-23,3905,0-3
8633,2020-07-23,3532,0-3
8634,2020-07-23,8260,0-3
8635,2020-07-23,3657,0-3
8636,2020-07-23,8096,0-3
8637,2020-07-23,1979,0-3
8700,2020-07-23,13733,0-3
8702,2020-07-23,7857,0-3
8703,2020-07-23,5593,0-3
8704,2020-07-23,6426,0-3
8706,2020-07-23,14245,0-3
8707,2020-07-23,6186,0-3
8708,2020-07-23,11322,0-3
8712,2020-07-23,11491,4-6
8713,2020-07-23,3177,0-3
8714,2020-07-23,475,0-3
8800,2020-07-23,15512,0-3
8802,2020-07-23,8931,0-3
8803,2020-07-23,6109,0-3
8804,2020-07-23,6073,0-3
8805,2020-07-23,10485,0-3
8810,2020-07-23,20446,0-3
8815,2020-07-23,346,0-3
8816,2020-07-23,2138,0-3
8820,2020-07-23,15751,0-3
8824,2020-07-23,1821,0-3
8825,2020-07-23,885,0-3
8833,2020-07-23,3120,0-3
8902,2020-07-23,10020,0-3
8903,2020-07-23,6722,0-3
8904,2020-07-23,1667,0-3
8906,2020-07-23,5555,0-3
8907,2020-07-23,5200,0-3
8908,2020-07-23,3769,0-3
8909,2020-07-23,1322,0-3
8910,2020-07-23,10967,0-3
8911,2020-07-23,1123,0-3
8912,2020-07-23,5689,0-3
8913,2020-07-23,2580,0-3
8914,2020-07-23,1976,0-3
8915,2020-07-23,2752,0-3
8925,2020-07-23,960,0-3
8926,2020-07-23,1221,0-3
8932,2020-07-23,5189,0-3
8933,2020-07-23,645,0-3
8934,2020-07-23,2377,0-3
8942,2020-07-23,4926,0-3
8951,2020-07-23,3068,0-3
8952,2020-07-23,18758,0-3
8953,2020-07-23,27635,4-6
8954,2020-07-23,3970,0-3
8955,2020-07-23,2505,0-3
PLZ_uebrige,2020-07-23,306,0-3
unbekannt,2020-07-23,,0-3
8001,2020-07-24,5473,0-3
8002,2020-07-24,9620,0-3
8003,2020-07-24,20655,0-3
8004,2020-07-24,27183,0-3
8005,2020-07-24,15505,0-3
8006,2020-07-24,18387,0-3
8008,2020-07-24,16571,0-3
8032,2020-07-24,18170,0-3
8037,2020-07-24,16044,0-3
8038,2020-07-24,17299,0-3
8041,2020-07-24,7620,0-3
8044,2020-07-24,10947,0-3
8045,2020-07-24,11222,0-3
8046,2020-07-24,25704,0-3
8047,2020-07-24,20783,0-3
8048,2020-07-24,29694,0-3
8049,2020-07-24,23561,0-3
8050,2020-07-24,28957,0-3
8051,2020-07-24,23000,0-3
8052,2020-07-24,20277,0-3
8053,2020-07-24,11001,0-3
8055,2020-07-24,20196,0-3
8057,2020-07-24,21221,0-3
8064,2020-07-24,3784,0-3
8102,2020-07-24,6717,0-3
8103,2020-07-24,3895,0-3
8104,2020-07-24,2675,0-3
8105,2020-07-24,13633,0-3
8106,2020-07-24,4807,0-3
8107,2020-07-24,6583,0-3
8108,2020-07-24,4174,0-3
8112,2020-07-24,2957,0-3
8113,2020-07-24,1435,0-3
8114,2020-07-24,1865,0-3
8115,2020-07-24,953,0-3
8117,2020-07-24,4564,0-3
8118,2020-07-24,2083,0-3
8121,2020-07-24,1999,0-3
8122,2020-07-24,2231,0-3
8123,2020-07-24,2771,0-3
8124,2020-07-24,2130,0-3
8125,2020-07-24,5209,0-3
8126,2020-07-24,5475,0-3
8127,2020-07-24,4094,0-3
8132,2020-07-24,6883,0-3
8133,2020-07-24,1915,0-3
8134,2020-07-24,18919,0-3
8135,2020-07-24,7781,0-3
8136,2020-07-24,2593,0-3
8142,2020-07-24,4661,0-3
8143,2020-07-24,3768,0-3
8152,2020-07-24,21091,4-6
8153,2020-07-24,8204,0-3
8154,2020-07-24,7205,0-3
8155,2020-07-24,7163,0-3
8156,2020-07-24,2152,0-3
8157,2020-07-24,5942,0-3
8158,2020-07-24,467,0-3
8162,2020-07-24,3608,0-3
8164,2020-07-24,601,0-3
8165,2020-07-24,3909,0-3
8166,2020-07-24,3076,0-3
8172,2020-07-24,4997,0-3
8173,2020-07-24,3153,0-3
8174,2020-07-24,1535,0-3
8175,2020-07-24,755,0-3
8180,2020-07-24,21389,0-3
8181,2020-07-24,2875,4-6
8182,2020-07-24,1979,0-3
8184,2020-07-24,4154,0-3
8185,2020-07-24,4536,0-3
8187,2020-07-24,1932,0-3
8192,2020-07-24,5207,0-3
8193,2020-07-24,5359,0-3
8194,2020-07-24,1051,0-3
8195,2020-07-24,560,0-3
8196,2020-07-24,1468,0-3
8197,2020-07-24,4659,0-3
8212,2020-07-24,146,0-3
8245,2020-07-24,2530,0-3
8246,2020-07-24,1088,0-3
8247,2020-07-24,1470,0-3
8248,2020-07-24,1575,0-3
8302,2020-07-24,20144,4-6
8303,2020-07-24,11826,0-3
8304,2020-07-24,16830,7-9
8305,2020-07-24,7849,0-3
8306,2020-07-24,5311,0-3
8307,2020-07-24,12268,0-3
8308,2020-07-24,4589,0-3
8309,2020-07-24,5611,0-3
8310,2020-07-24,1509,0-3
8311,2020-07-24,2061,0-3
8312,2020-07-24,954,0-3
8314,2020-07-24,349,0-3
8315,2020-07-24,817,0-3
8317,2020-07-24,2337,0-3
8320,2020-07-24,6443,0-3
8322,2020-07-24,994,0-3
8330,2020-07-24,11524,0-3
8331,2020-07-24,610,0-3
8332,2020-07-24,3384,0-3
8335,2020-07-24,3640,0-3
8340,2020-07-24,10306,0-3
8342,2020-07-24,933,0-3
8344,2020-07-24,3778,0-3
8345,2020-07-24,1131,0-3
8352,2020-07-24,3713,0-3
8353,2020-07-24,4374,0-3
8354,2020-07-24,500,0-3
8400,2020-07-24,39632,0-3
8403,2020-07-24,321,0-3
8404,2020-07-24,20278,0-3
8405,2020-07-24,18152,0-3
8406,2020-07-24,13621,0-3
8408,2020-07-24,16314,0-3
8409,2020-07-24,3194,0-3
8412,2020-07-24,983,0-3
8413,2020-07-24,4712,0-3
8414,2020-07-24,977,0-3
8415,2020-07-24,577,0-3
8416,2020-07-24,1423,0-3
8418,2020-07-24,772,0-3
8421,2020-07-24,777,0-3
8422,2020-07-24,3877,0-3
8424,2020-07-24,9396,0-3
8425,2020-07-24,1091,0-3
8426,2020-07-24,2414,0-3
8427,2020-07-24,4787,0-3
8428,2020-07-24,456,0-3
8442,2020-07-24,3141,0-3
8444,2020-07-24,2231,0-3
8447,2020-07-24,1931,0-3
8450,2020-07-24,2227,0-3
8451,2020-07-24,1417,0-3
8452,2020-07-24,699,0-3
8453,2020-07-24,282,0-3
8457,2020-07-24,485,0-3
8458,2020-07-24,657,0-3
8459,2020-07-24,376,0-3
8460,2020-07-24,1831,0-3
8461,2020-07-24,376,0-3
8462,2020-07-24,1309,0-3
8463,2020-07-24,850,0-3
8465,2020-07-24,389,0-3
8466,2020-07-24,674,0-3
8467,2020-07-24,458,0-3
8468,2020-07-24,649,0-3
8471,2020-07-24,1034,0-3
8472,2020-07-24,7417,0-3
8474,2020-07-24,1680,0-3
8475,2020-07-24,1661,0-3
8476,2020-07-24,1007,0-3
8477,2020-07-24,1122,0-3
8478,2020-07-24,936,0-3
8479,2020-07-24,697,0-3
8482,2020-07-24,1719,0-3
8483,2020-07-24,2967,0-3
8484,2020-07-24,3329,0-3
8486,2020-07-24,1899,0-3
8487,2020-07-24,1514,0-3
8488,2020-07-24,4549,0-3
8489,2020-07-24,980,0-3
8492,2020-07-24,2077,0-3
8493,2020-07-24,1628,0-3
8494,2020-07-24,2895,0-3
8495,2020-07-24,149,0-3
8496,2020-07-24,931,0-3
8497,2020-07-24,790,0-3
8498,2020-07-24,940,0-3
8499,2020-07-24,376,0-3
8523,2020-07-24,1084,0-3
8542,2020-07-24,5007,0-3
8543,2020-07-24,1096,0-3
8544,2020-07-24,406,0-3
8545,2020-07-24,2740,0-3
8548,2020-07-24,900,0-3
8600,2020-07-24,27178,0-3
8602,2020-07-24,2681,0-3
8603,2020-07-24,5170,0-3
8604,2020-07-24,16897,0-3
8605,2020-07-24,1731,0-3
8606,2020-07-24,8166,0-3
8607,2020-07-24,1458,0-3
8608,2020-07-24,3783,0-3
8610,2020-07-24,29607,0-3
8614,2020-07-24,1632,0-3
8615,2020-07-24,1371,0-3
8616,2020-07-24,790,0-3
8617,2020-07-24,3850,0-3
8618,2020-07-24,4825,0-3
8620,2020-07-24,16684,4-6
8623,2020-07-24,8249,4-6
8624,2020-07-24,2407,0-3
8625,2020-07-24,5270,0-3
8626,2020-07-24,1307,0-3
8627,2020-07-24,3621,0-3
8630,2020-07-24,12207,0-3
8632,2020-07-24,3905,0-3
8633,2020-07-24,3532,0-3
8634,2020-07-24,8260,0-3
8635,2020-07-24,3657,0-3
8636,2020-07-24,8096,4-6
8637,2020-07-24,1979,0-3
8700,2020-07-24,13733,0-3
8702,2020-07-24,7857,0-3
8703,2020-07-24,5593,0-3
8704,2020-07-24,6426,0-3
8706,2020-07-24,14245,0-3
8707,2020-07-24,6186,0-3
8708,2020-07-24,11322,0-3
8712,2020-07-24,11491,4-6
8713,2020-07-24,3177,0-3
8714,2020-07-24,475,0-3
8800,2020-07-24,15512,0-3
8802,2020-07-24,8931,0-3
8803,2020-07-24,6109,0-3
8804,2020-07-24,6073,0-3
8805,2020-07-24,10485,0-3
8810,2020-07-24,20446,0-3
8815,2020-07-24,346,0-3
8816,2020-07-24,2138,0-3
8820,2020-07-24,15751,0-3
8824,2020-07-24,1821,0-3
8825,2020-07-24,885,0-3
8833,2020-07-24,3120,0-3
8902,2020-07-24,10020,0-3
8903,2020-07-24,6722,0-3
8904,2020-07-24,1667,0-3
8906,2020-07-24,5555,0-3
8907,2020-07-24,5200,0-3
8908,2020-07-24,3769,0-3
8909,2020-07-24,1322,0-3
8910,2020-07-24,10967,0-3
8911,2020-07-24,1123,0-3
8912,2020-07-24,5689,0-3
8913,2020-07-24,2580,0-3
8914,2020-07-24,1976,0-3
8915,2020-07-24,2752,0-3
8925,2020-07-24,960,0-3
8926,2020-07-24,1221,0-3
8932,2020-07-24,5189,0-3
8933,2020-07-24,645,0-3
8934,2020-07-24,2377,0-3
8942,2020-07-24,4926,0-3
8951,2020-07-24,3068,0-3
8952,2020-07-24,18758,0-3
8953,2020-07-24,27635,4-6
8954,2020-07-24,3970,0-3
8955,2020-07-24,2505,0-3
PLZ_uebrige,2020-07-24,306,0-3
unbekannt,2020-07-24,,0-3
8001,2020-07-25,5473,0-3
8002,2020-07-25,9620,0-3
8003,2020-07-25,20655,0-3
8004,2020-07-25,27183,0-3
8005,2020-07-25,15505,0-3
8006,2020-07-25,18387,0-3
8008,2020-07-25,16571,0-3
8032,2020-07-25,18170,0-3
8037,2020-07-25,16044,0-3
8038,2020-07-25,17299,0-3
8041,2020-07-25,7620,0-3
8044,2020-07-25,10947,0-3
8045,2020-07-25,11222,0-3
8046,2020-07-25,25704,0-3
8047,2020-07-25,20783,0-3
8048,2020-07-25,29694,0-3
8049,2020-07-25,23561,0-3
8050,2020-07-25,28957,0-3
8051,2020-07-25,23000,0-3
8052,2020-07-25,20277,0-3
8053,2020-07-25,11001,0-3
8055,2020-07-25,20196,0-3
8057,2020-07-25,21221,0-3
8064,2020-07-25,3784,0-3
8102,2020-07-25,6717,0-3
8103,2020-07-25,3895,0-3
8104,2020-07-25,2675,0-3
8105,2020-07-25,13633,0-3
8106,2020-07-25,4807,0-3
8107,2020-07-25,6583,0-3
8108,2020-07-25,4174,0-3
8112,2020-07-25,2957,0-3
8113,2020-07-25,1435,0-3
8114,2020-07-25,1865,0-3
8115,2020-07-25,953,0-3
8117,2020-07-25,4564,0-3
8118,2020-07-25,2083,0-3
8121,2020-07-25,1999,0-3
8122,2020-07-25,2231,0-3
8123,2020-07-25,2771,0-3
8124,2020-07-25,2130,0-3
8125,2020-07-25,5209,0-3
8126,2020-07-25,5475,0-3
8127,2020-07-25,4094,0-3
8132,2020-07-25,6883,0-3
8133,2020-07-25,1915,0-3
8134,2020-07-25,18919,4-6
8135,2020-07-25,7781,0-3
8136,2020-07-25,2593,0-3
8142,2020-07-25,4661,0-3
8143,2020-07-25,3768,0-3
8152,2020-07-25,21091,4-6
8153,2020-07-25,8204,0-3
8154,2020-07-25,7205,0-3
8155,2020-07-25,7163,0-3
8156,2020-07-25,2152,0-3
8157,2020-07-25,5942,0-3
8158,2020-07-25,467,0-3
8162,2020-07-25,3608,0-3
8164,2020-07-25,601,0-3
8165,2020-07-25,3909,0-3
8166,2020-07-25,3076,0-3
8172,2020-07-25,4997,0-3
8173,2020-07-25,3153,0-3
8174,2020-07-25,1535,0-3
8175,2020-07-25,755,0-3
8180,2020-07-25,21389,0-3
8181,2020-07-25,2875,4-6
8182,2020-07-25,1979,0-3
8184,2020-07-25,4154,0-3
8185,2020-07-25,4536,0-3
8187,2020-07-25,1932,0-3
8192,2020-07-25,5207,0-3
8193,2020-07-25,5359,0-3
8194,2020-07-25,1051,0-3
8195,2020-07-25,560,0-3
8196,2020-07-25,1468,0-3
8197,2020-07-25,4659,0-3
8212,2020-07-25,146,0-3
8245,2020-07-25,2530,0-3
8246,2020-07-25,1088,0-3
8247,2020-07-25,1470,0-3
8248,2020-07-25,1575,0-3
8302,2020-07-25,20144,4-6
8303,2020-07-25,11826,0-3
8304,2020-07-25,16830,7-9
8305,2020-07-25,7849,0-3
8306,2020-07-25,5311,0-3
8307,2020-07-25,12268,0-3
8308,2020-07-25,4589,0-3
8309,2020-07-25,5611,0-3
8310,2020-07-25,1509,0-3
8311,2020-07-25,2061,0-3
8312,2020-07-25,954,0-3
8314,2020-07-25,349,0-3
8315,2020-07-25,817,0-3
8317,2020-07-25,2337,0-3
8320,2020-07-25,6443,0-3
8322,2020-07-25,994,0-3
8330,2020-07-25,11524,0-3
8331,2020-07-25,610,0-3
8332,2020-07-25,3384,0-3
8335,2020-07-25,3640,0-3
8340,2020-07-25,10306,0-3
8342,2020-07-25,933,0-3
8344,2020-07-25,3778,0-3
8345,2020-07-25,1131,0-3
8352,2020-07-25,3713,0-3
8353,2020-07-25,4374,0-3
8354,2020-07-25,500,0-3
8400,2020-07-25,39632,0-3
8403,2020-07-25,321,0-3
8404,2020-07-25,20278,0-3
8405,2020-07-25,18152,0-3
8406,2020-07-25,13621,0-3
